门市名称,地址,营业时间,座标,附加服务
天祥門市,高雄市三民區天祥一路118號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.667662, 120.320157)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
高雄博愛門市,高雄市左營區博愛三路82號,星期一、星期二、星期三、星期四、星期日 07:00~22:00，星期五、星期六 07:00~22:30,"(22.67254, 120.304663)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
高雄長庚門市,高雄市鳥松區大埤路123號2F (醫學大樓2F),星期一、星期二、星期三、星期四、星期五 07:00~20:00，星期六、星期日 07:00~17:00,"(22.649764, 120.355686)",Starbucks Wi-Fi 無線上網
漢神巨蛋門市,高雄市左營區博愛二路777號2樓,星期一、星期二、星期三、星期四、星期日 11:00~22:00，星期五、星期六 11:00~22:30,"(22.6700341, 120.3030734)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
裕誠門市,高雄市左營區裕誠路396、396-1,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.665766, 120.306058)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
本館門市,高雄市鳥松區本館路211號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.650936, 120.341916)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
明誠門市,高雄市三民區明誠二路72號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.660191, 120.313401)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
鼓山華榮門市,高雄市鼓山區華榮路32號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.662146, 120.297245)","Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
澄清文衡門市,高雄市三民區文衡路505號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(22.641761, 120.345952)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
大順富民門市,高雄市新興區大順一路380號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.656805, 120.305038)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
美術館門市,高雄市鼓山區明誠四路118號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.661383, 120.290209)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
鳳山建國門市,高雄市鳳山區建國路三段360號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.637917, 120.349328)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
高雄九如門市,高雄市三民區九如一路562號,星期一、星期二、星期三、星期四、星期日 07:00~21:30，星期五、星期六 07:00~22:00,"(22.639503, 120.325740)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
十全門市,高雄市三民區十全一路183號,星期一、星期二、星期三、星期四、星期五 06:30~22:00，星期六、星期日 07:00~21:30,"(22.644952, 120.308618)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
鳳山光遠門市,高雄市鳳山區光遠路396號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.626087, 120.35705)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
美術願景門市,高雄市鼓山區美術東二路9號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.65185, 120.287853)","Nitro Cold Brew 氮氣冷萃咖啡, Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
高雄大寮門市,高雄市大寮區力行路109號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.603531, 120.398194)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
中正河北門市,高雄市苓雅區中正一路321號,星期一、星期二、星期三、星期四、星期五 06:30~22:00，星期六、星期日 07:00~22:00,"(22.629625, 120.323541)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網"
七賢門市,高雄市新興區七賢一路291、293號,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30,"(22.633962, 120.309178)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
高雄中正門市,高雄市新興區中正二路162號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.630554, 120.317309)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
潮州門市,屏東縣潮州鎮延平路35號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.552399, 120.540241)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
苓雅光華門市,高雄市苓雅區光華一路148之55號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.623651, 120.315852)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Starbucks Wi-Fi 無線上網"
鳳山新富門市,高雄市鳳山區新富路272號1-2樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(22.612638, 120.341104)",Starbucks Wi-Fi 無線上網
愛河門市,高雄市前金區河東路356號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:00~21:30,"(22.633163, 120.286169)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務"
中正自強門市,高雄市前金區中正四路190號,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:00~21:00,"(22.629001, 120.294081)","Pour Over 手沖咖啡, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
四維民權門市,高雄市苓雅區四維三路17號,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六、星期日 07:30~21:00,"(22.619461, 120.311832)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
中央公園門市,高雄市前金區五福三路31號,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六、星期日 07:30~21:00,"(22.621825, 120.299066)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
三多門市,高雄市苓雅區三多三路234 236號1樓,星期一、星期二、星期三、星期四、星期五 06:30~22:00，星期六、星期日 07:00~22:00,"(22.614697, 120.306381)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
高雄瑞隆門市,高雄市前鎮區瑞隆路438號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(22.605449, 120.329482)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
青年門市,高雄市苓雅區成功一路221號1樓,星期一、星期二、星期三、星期四、星期五 06:30~21:30，星期六、星期日 07:00~21:30,"(22.617799, 120.29614)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
高雄遠百門市,高雄市苓雅區三多四路21號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:00~22:00,"(22.613073, 120.303951)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
駁二誠品門市,高雄市鹽埕區大勇路3號(C4倉庫),星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(22.620313, 120.281881)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
五甲門市,高雄市鳳山區五甲二路396號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(22.598556, 120.336370)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
小港中安門市,高雄市小港區高雄市小港區中安路831號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(22.584907, 120.365156)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
哈瑪星門市,高雄市鼓山區濱海一路109號1樓,星期一、星期二、星期三、星期四、星期五 07:30~21:00，星期六、星期日 08:00~21:30,"(22.619707, 120.2703532)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Starbucks Wi-Fi 無線上網"
高雄夢時代門市,高雄市前鎮區中華五路789號1F,星期一、星期二、星期三、星期四、星期日 10:00~22:00，星期五、星期六 10:00~22:30,"(22.5957419, 120.3073354)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
高雄時代門市,高雄市前鎮區中華五路789號4樓,星期一、星期二、星期三、星期四 11:00~22:00，星期五 11:00~22:30，星期六 10:30~22:30，星期日 10:30~22:00,"(22.595271, 120.305743)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
小港宏平門市,高雄市小港區宏平路480號,星期一、星期二、星期三、星期四、星期日 07:00~21:30，星期五、星期六 07:00~22:00,"(22.569960, 120.356284)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
小港國際站門市,高雄市小港區中山四路2號 (一樓入境大廳),星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:00~21:00,"(22.571373, 120.340493)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
屏東東港門市,屏東縣東港鎮光復路一段356號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.469079, 120.454958)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台東大武門市,台東縣大武鄉環港路56號,星期一、星期二、星期三、星期四、星期五 08:30~17:30，星期六、星期日 08:00~18:00,"(22.337634, 120.894759)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
